route_id,route_name,is_processed
0454065600,F656,False
0454065700,F657,False
0454070300,F703,False
0454070390,F703前三班,False
0454071100,F711,False
0454071200,F712,False
0454071300,F713,False
0454072100,F721,False
0454072200,F722,False
0454072300,F723,False
0454072380,F723上石嘈,False
0454072390,F723下石嘈,False
0454072400,F724,False
0454080100,F801,False
0454080200,F802,False
0454080300,F803,False
0454080500,F805,False
0454080600,F806,False
0454080700,F807,False
0454080800,F808,False
0454081100,F811,False
0454081200,F812,False
0454081300,F813,False
0454081500,F815,False
0454081570,F815嶺頭觀目,False
0454081600,F816,False
0454082100,F821,False
0454082200,F822,False
0454082300,F823,False
0454082320,F823區,False
0454082500,F825,False
0454083500,F835,False
0454083600,F836,False
0454083700,F837,False
0454083800,F838,False
0454083900,F839,False
0454090100,F901,False
0454090200,F902,False
0454090300,F903,False
0454090500,F905,False
0454090700,F907,False
0454090990,F909伯爵,False
0454091000,F910,False
0454091100,F911,False
0454091300,F913,False
0454091500,F915,False
0454090900,F919八連,False
0454092090,F920,False
0454092100,F921,False
0454092160,F921假日,False
0454092200,F922內崁,False
0454092210,F922北基,False
0454092270,F922烏塗炭,False
0454092300,F923,False
0454092360,F923假日,False
0454093180,F931-0600,False
0454093120,F931-0700,False
0454093130,F931-0800,False
0454093140,F931-0910,False
0454093150,F931-1030,False
0454093190,F931-1255,False
0454093160,F931-1630,False
0454093170,F931-1730,False
0454093280,F932-0600,False
0454093230,F932-0630,False
0454093220,F932-0715,False
0454093250,F932-0820,False
0454093260,F932-0950,False
0454093290,F932-1110,False
0454093240,F932-1630,False
0454093390,F933-0620學生專車,False
0454093310,F933-0635,False
0454093300,F933-0710,False
0454093380,F933-0800,False
0454093320,F933-0920,False
0454093330,F933-1030,False
0454093340,F933-1130,False
0454093350,F933-1330,False
0454093360,F933-1430,False
0454093370,F933-1530,False
0454084000,吉林線,False
0454093500,直潭里線,False
0454093600,貢寮區學生專車,False
0454099900,塗潭平日線,False
0454099960,塗潭假日線,False
0454084500,福連線,False
0454084100,龍崗線,False
0152000A00,內科快線1,False
0152000B00,內科快線2,False
0152000200,內科通勤專車2,False
0152000300,內科通勤專車3,False
0152000500,內科通勤專車5,False
0152000600,內科通勤專車6,False
0152000700,內科通勤專車7,False
0152000800,內科通勤專車8,False
0152001000,內科通勤專車10,False
0152001100,內科通勤專車11,False
0152001200,內科通勤專車12,False
0152001300,內科通勤專車13,False
0152001500,內科通勤專車15,False
0152001600,內科通勤專車16,False
0152001700,內科通勤專車17,False
0152001800,內科通勤專車18,False
0152001900,內科通勤專車19,False
0152002000,內科通勤專車20,False
0152002100,內科通勤專車21,False
0152005400,雙園巴士,False
0152003000,南軟通勤專車中和線,False
0152003100,南軟通勤專車天母線,False
0152003200,南軟通勤專車北投線,False
0152003400,南軟通勤專車雙和線,False
0400005700,57,False
0400009900,99,False
0400026400,264,False
0400062400,624,False
0400062470,624綠野香坡,False
0400063700,637,False
0400065600,656,False
0400066700,667,False
0400070400,704,False
0400070420,704區,False
0400070500,705,False
0400070600,706,False
0400078800,788,False
0461078820,788區,False
0400078870,788海科館,False
